id,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,oauth_appl,place_gues,latitude,longitude,ArcMap_IslandName,positional,public_pos,taxon_geop,coordinate,positionin,position_1,place_coun,species_gu,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus ,subgenus,species,scientific,taxon_id,,
25093104,2019-05-05 11:21:14 AM PDT,5/5/19 0:00,2019-05-05 18:21:14 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 03:26:49 UTC,2020-12-11 03:46:29 UTC,research,CC-BY,https://www.inaturalist.org/observations/25093104,https://inaturalist-open-data.s3.amazonaws.com/photos/38835536/medium.jpg?1557804410, , ,From BS4.5.6,2,0,2,"Los Angeles County, US-CA, US",32.91863632,-118.4894867,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25095338,2019-05-07 1:40:00 PM PDT,5/7/19 0:00,2019-05-07 20:40:00 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:27:23 UTC,2020-12-10 21:37:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/25095338,https://inaturalist-open-data.s3.amazonaws.com/photos/38839529/medium.jpg?1557808045, , ,Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.87049103,-118.4959106,San Clemente,0,0, ,FALSE,gps,gps,United States,Anthidium,,,,Anthophila,Megachilidae,,,,Anthidium,,maculosum,Anthidium maculosum,308703,,
25095488,2019-05-07 11:21:41 AM PDT,5/7/19 0:00,2019-05-07 18:21:41 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:30:54 UTC,2020-12-09 01:36:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/25095488,https://inaturalist-open-data.s3.amazonaws.com/photos/38839753/medium.jpg?1557808256, , ,Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.87116623,-118.495369,San Clemente,0,0, ,FALSE,gps,gps,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
25095541,2019-05-07 10:44:52 AM PDT,5/7/19 0:00,2019-05-07 17:44:52 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:32:32 UTC,2020-12-11 05:04:56 UTC,research,CC-BY,https://www.inaturalist.org/observations/25095541,https://inaturalist-open-data.s3.amazonaws.com/photos/38839824/medium.jpg?1557808354, , ,Add to pollinators project | From BS.4.7.7c,2,0,2,"Los Angeles County, US-CA, US",32.87111282,-118.4951096,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25095547,2019-05-07 10:38:26 AM PDT,5/7/19 0:00,2019-05-07 17:38:26 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:33:01 UTC,2020-12-11 05:05:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/25095547,https://inaturalist-open-data.s3.amazonaws.com/photos/38839844/medium.jpg?1557808383, , ,Add to pollinators project | From BS.4.7.7b,2,0,2,"Los Angeles County, US-CA, US",32.87086487,-118.4951553,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25095552,2019-05-07 10:33:32 AM PDT,5/7/19 0:00,2019-05-07 17:33:32 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:33:13 UTC,2020-12-11 05:05:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/25095552,https://inaturalist-open-data.s3.amazonaws.com/photos/38839852/medium.jpg?1557808395, , ,Add to pollinators project | From BS.4.7.7b,2,0,2,"Los Angeles County, US-CA, US",32.87078857,-118.4952621,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25095565,2019-05-06 3:30:27 PM PDT,5/6/19 0:00,2019-05-06 22:30:27 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:33:47 UTC,2020-04-23 18:06:48 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25095565,https://inaturalist-open-data.s3.amazonaws.com/photos/38839874/medium.jpg?1557808428, , ,Add to pollinators project | BS.4.5.4c,2,0,2,"Unnamed Road, California, USA",32.82754135,-118.3641205,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25096010,2019-05-06 2:33:39 PM PDT,5/6/19 0:00,2019-05-06 21:33:39 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:48:47 UTC,2020-04-23 18:06:54 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096010,https://inaturalist-open-data.s3.amazonaws.com/photos/38840617/medium.jpeg?1557809330, , ,Add to pollinators project | BS.4.6.1,2,0,2,"Unnamed Road, California, USA",32.82645416,-118.3614883,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25096034,2019-05-06 2:02:48 PM PDT,5/6/19 0:00,2019-05-06 21:02:48 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:49:28 UTC,2020-04-23 18:06:59 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096034,https://inaturalist-open-data.s3.amazonaws.com/photos/38840659/medium.jpeg?1557809372, , ,Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.82564163,-118.3596954,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25096043,2019-05-06 1:32:54 PM PDT,5/6/19 0:00,2019-05-06 20:32:54 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:49:47 UTC,2020-04-23 18:06:39 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096043,https://inaturalist-open-data.s3.amazonaws.com/photos/38840673/medium.jpg?1557809388, , ,Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.82511139,-118.3583374,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25096329,2019-05-06 8:58:12 AM PDT,5/6/19 0:00,2019-05-06 15:58:12 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 04:59:05 UTC,2020-12-11 17:19:31 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096329,https://inaturalist-open-data.s3.amazonaws.com/photos/38841213/medium.jpeg?1557809949, , ,Add to pollinators project,1,0,2,"Los Angeles County, US-CA, US",32.87812042,-118.4373932,San Clemente,0,0, ,FALSE,gps,gps,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
25096600,2019-05-05 12:41:10 PM PDT,5/5/19 0:00,2019-05-05 19:41:10 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:08:37 UTC,2020-12-11 03:46:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/25096600,https://inaturalist-open-data.s3.amazonaws.com/photos/38841788/medium.jpg?1557810519, , ,From BS.4.5.6 | Add to pollinators project,2,0,2,"Los Angeles County, US-CA, US",32.91827393,-118.4902649,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25096696,2019-05-05 9:33:26 AM PDT,5/5/19 0:00,2019-05-05 16:33:26 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:12:30 UTC,2021-01-19 22:11:17 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096696,https://inaturalist-open-data.s3.amazonaws.com/photos/38841990/medium.jpg?1557810752, , , ,1,0,2,"Los Angeles County, CA, USA",32.87643101,-118.4346309,San Clemente,88,88, ,FALSE,gps,gps,United States,Ichneumonid and Braconid Wasps,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,47200,,
25096801,2019-05-04 9:47:25 PM PDT,5/4/19 0:00,2019-05-05 04:47:25 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:15:45 UTC,2021-01-25 22:58:21 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096801,https://inaturalist-open-data.s3.amazonaws.com/photos/38842129/medium.jpg?1557810948, , , ,2,0,2,"Los Angeles County, US-CA, US",32.99599075,-118.5523453,San Clemente,0,0, ,FALSE,gps,gps,United States,Ophion,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
25096918,2019-05-04 4:44:36 PM PDT,5/4/19 0:00,2019-05-04 23:44:36 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:20:39 UTC,2020-04-23 18:06:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/25096918,https://inaturalist-open-data.s3.amazonaws.com/photos/38842530/medium.jpg?1557811240, , ,Add to pollinators project,2,0,2,"Los Angeles County, CA, USA",32.98307098,-118.5715613,San Clemente,176,176, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25096926,2019-05-04 4:42:53 PM PDT,5/4/19 0:00,2019-05-04 23:42:53 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:21:07 UTC,2020-04-23 18:06:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/25096926,https://inaturalist-open-data.s3.amazonaws.com/photos/38842570/medium.jpg?1557811269, , ,Add to pollinators project,2,0,2,"Los Angeles County, CA, USA",32.98339243,-118.5715261,San Clemente,352,352, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25096953,2019-05-04 1:13:23 PM PDT,5/4/19 0:00,2019-05-04 20:13:23 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:21:52 UTC,2020-04-23 18:06:57 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25096953,https://inaturalist-open-data.s3.amazonaws.com/photos/38842646/medium.jpg?1557811314, , , ,2,0,2,"Los Angeles County, US-CA, US",32.87786865,-118.4353333,San Clemente,0,0, ,FALSE,gps,gps,United States,Mason Bees,,,,Anthophila,Megachilidae,,,,Osmia,,,Osmia,57674,,
25097259,2019-05-03 1:54:21 PM PDT,5/3/19 0:00,2019-05-03 20:54:21 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:36:21 UTC,2020-12-11 02:44:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/25097259,https://inaturalist-open-data.s3.amazonaws.com/photos/38843385/medium.jpg?1557812183, , , ,2,0,2,"Los Angeles County, CA, USA",32.86833572,-118.4898071,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia bituberculata,,,,Anthophila,Apidae,,,,Diadasia,,bituberculata,Diadasia bituberculata,196604,,
25097264,2019-05-03 1:53:21 PM PDT,5/3/19 0:00,2019-05-03 20:53:21 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:36:36 UTC,2020-04-23 18:06:39 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25097264,https://inaturalist-open-data.s3.amazonaws.com/photos/38843410/medium.jpg?1557812198, , , ,2,0,2,"Los Angeles County, CA, USA",32.86832428,-118.48983,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25097530,2019-05-03 12:09:07 PM PDT,5/3/19 0:00,2019-05-03 19:09:07 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:42:40 UTC,2020-04-23 18:06:38 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25097530,https://inaturalist-open-data.s3.amazonaws.com/photos/38843691/medium.jpg?1557812562, , ,Add to pollinators project,1,0,2,"Los Angeles County, CA, USA",32.86848831,-118.4889603,San Clemente,0,0, ,FALSE,gps,gps,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,
25097601,2019-05-03 11:32:41 AM PDT,5/3/19 0:00,2019-05-03 18:32:41 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:43:38 UTC,2020-12-11 17:16:03 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25097601,https://inaturalist-open-data.s3.amazonaws.com/photos/38843735/medium.jpg?1557812620, , ,Add to pollinators project,2,0,2,"Los Angeles County, CA, USA",32.8682251,-118.4893112,San Clemente,0,0, ,FALSE,gps,gps,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
25097634,2019-05-03 9:14:17 AM PDT,5/3/19 0:00,2019-05-03 16:14:17 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:45:10 UTC,2021-04-09 02:06:56 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25097634,https://inaturalist-open-data.s3.amazonaws.com/photos/38843819/medium.jpg?1557812713, , , ,0,0,2,"Los Angeles County, CA, USA",32.86867523,-118.4885941,San Clemente,0,0, ,FALSE,gps,gps,United States,Camponotus bakeri,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,68943,,
25097657,2019-05-03 8:52:58 AM PDT,5/3/19 0:00,2019-05-03 15:52:58 UTC,Pacific Time (US & Canada),34488,pileated,2019-05-14 05:45:26 UTC,2020-04-23 18:06:58 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/25097657,https://inaturalist-open-data.s3.amazonaws.com/photos/38843829/medium.jpeg?1557812729, , ,Add to pollinators project,2,0,2,"Los Angeles County, CA, USA",32.87388229,-118.485527,San Clemente,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25285601,2019/05/06 11:50 AM PDT,5/6/19 0:00,2019-05-06 18:50:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 22:59:48 UTC,2020-04-28 17:02:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25285601,https://inaturalist-open-data.s3.amazonaws.com/photos/39147613/medium.jpeg?1558133781, , , ,1,0,0,"Los Angeles County, CA, USA",32.82584444,-118.36045,San Clemente,5,5, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25286003,2019/05/06 3:38 PM PDT,5/6/19 0:00,2019-05-06 22:38:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:07:41 UTC,2020-04-28 17:02:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25286003,https://inaturalist-open-data.s3.amazonaws.com/photos/39148562/medium.jpeg?1558134428, , , ,1,0,0,"Los Angeles County, CA, USA",32.82651111,-118.3617639,San Clemente,5,5, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25286208,2019/05/06 3:30 PM PDT,5/6/19 0:00,2019-05-06 22:30:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:10:47 UTC,2020-04-28 17:02:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25286208,https://inaturalist-open-data.s3.amazonaws.com/photos/39148808/medium.jpeg?1558134587, , , ,1,0,0,"Los Angeles County, CA, USA",32.82647222,-118.3617028,San Clemente,5,5, ,FALSE, , ,United States,Melissodes,,,,Anthophila,Apidae,,,,Melissodes,,,Melissodes,52781,,
25286357,2019/05/08 1:17 PM PDT,5/8/19 0:00,2019-05-08 20:17:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:14:15 UTC,2020-12-10 22:59:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25286357,https://inaturalist-open-data.s3.amazonaws.com/photos/39149090/medium.jpeg?1558134795, , , ,2,0,0,"Los Angeles County, CA, USA",32.98319755,-118.5698527,San Clemente,122,122, ,FALSE, , ,United States,Urbane Digger Bee,,,,Anthophila,Apidae,,,,Anthophora,,urbana,Anthophora urbana,57681,,
25286613,2019/05/08 1:18 PM PDT,5/8/19 0:00,2019-05-08 20:18:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:18:20 UTC,2020-04-28 17:02:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25286613,https://inaturalist-open-data.s3.amazonaws.com/photos/39149320/medium.jpeg?1558134976, , , ,1,0,0,"Los Angeles County, CA, USA",32.90897644,-118.480671,San Clemente,349,349, ,FALSE, , ,United States,Common Digger Bees,,,,Anthophila,Apidae,,,,Anthophora,,,Anthophora,57682,,
25286699,2019/05/08 1:19 PM PDT,5/8/19 0:00,2019-05-08 20:19:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:19:25 UTC,2020-12-09 04:31:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25286699,https://inaturalist-open-data.s3.amazonaws.com/photos/39149512/medium.jpeg?1558135119, , , ,2,0,0,"Los Angeles County, CA, USA",32.8795587,-118.4345917,San Clemente,346,346, ,FALSE, , ,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
25288281,2019/04/13 1:29 PM PDT,4/13/19 0:00,2019-04-13 20:29:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:49:27 UTC,2020-09-07 14:27:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25288281,https://inaturalist-open-data.s3.amazonaws.com/photos/39151817/medium.jpeg?1558136920, , , ,1,0,0,"Los Angeles County, CA, USA",32.87789444,-118.4353556,San Clemente,5,5, ,FALSE, , ,United States,Mason Bees,,,,Anthophila,Megachilidae,,,,Osmia,,,Osmia,57674,,
25288667,2019/04/14 11:37 AM PDT,4/14/19 0:00,2019-04-14 18:37:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:58:21 UTC,2020-04-28 17:02:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25288667,https://inaturalist-open-data.s3.amazonaws.com/photos/39151941/medium.jpeg?1558137056, , , ,1,0,0,"Los Angeles County, CA, USA",32.87789444,-118.4354556,San Clemente,10,10, ,FALSE, , ,United States,Mason Bees,,,,Anthophila,Megachilidae,,,,Osmia,,,Osmia,57674,,
25288668,2019/04/14 11:53 AM PDT,4/14/19 0:00,2019-04-14 18:53:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:58:22 UTC,2020-09-07 14:26:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25288668,https://inaturalist-open-data.s3.amazonaws.com/photos/39151974/medium.jpeg?1558137087, , ,Female,1,0,0,"Los Angeles County, CA, USA",32.87775833,-118.4355861,San Clemente,10,10, ,FALSE, , ,United States,Melanosmia,,,,Anthophila,Megachilidae,,,,Osmia,Melanosmia,,Melanosmia,480129,,
25288669,2019/04/14 11:52 AM PDT,4/14/19 0:00,2019-04-14 18:52:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-17 23:58:22 UTC,2020-09-07 14:26:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25288669,https://inaturalist-open-data.s3.amazonaws.com/photos/39152027/medium.jpeg?1558137131, , ,Male,1,0,0,"Los Angeles County, CA, USA",32.87775833,-118.4355861,San Clemente,5,5, ,FALSE, , ,United States,Melanosmia,,,,Anthophila,Megachilidae,,,,Osmia,Melanosmia,,Melanosmia,480129,,
25289081,2019/04/14 4:47 PM PDT,4/14/19 0:00,2019-04-14 23:47:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-18 00:10:11 UTC,2020-12-11 17:08:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25289081,https://inaturalist-open-data.s3.amazonaws.com/photos/39153060/medium.jpeg?1558138153, , , ,3,0,0,"Los Angeles County, CA, USA",32.82621389,-118.3611917,San Clemente,5,5, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
25297410,2019/04/15 8:36 PM PDT,4/15/19 0:00,2019-04-16 03:36:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-18 03:37:52 UTC,2020-04-28 17:02:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25297410,https://inaturalist-open-data.s3.amazonaws.com/photos/39167916/medium.png?1558150625, , , ,2,0,0,"Los Angeles County, CA, USA",32.87770256,-118.4348212,San Clemente,169,169, ,FALSE, , ,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
25341950,2019/03/07 7:37 PM PST,3/7/19 0:00,2019-03-08 03:37:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2019-05-18 21:09:24 UTC,2020-12-11 19:03:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25341950,https://inaturalist-open-data.s3.amazonaws.com/photos/39237637/medium.jpeg?1558213716, , ,Using Sanicula arguta,1,0,0,Delphinium Site,32.91743199,-118.4911621,San Clemente,354,354, ,FALSE, , ,United States,Diandrena,,,,Anthophila,Andrenidae,,,,Andrena,Diandrena,,Diandrena,571383,,
25860345,2019/04/28 3:11 PM PDT,4/28/19 0:00,2019-04-28 22:11:00 UTC,Pacific Time (US & Canada),523703,acurtis,2019-05-27 05:29:20 UTC,2021-03-04 03:20:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25860345,https://inaturalist-open-data.s3.amazonaws.com/photos/40101375/medium.jpg?1558933624, , , ,1,0,0,"Los Angeles County, CA, USA",32.88529627,-118.5159239,San Clemente,721,721, ,FALSE, , ,United States,Prionychini,,,,,Sphecidae,,Prionychini,,,,,Prionychini,563577,,
25860347,2019/04/28 3:47 PM PDT,4/28/19 0:00,2019-04-28 22:47:00 UTC,Pacific Time (US & Canada),523703,acurtis,2019-05-27 05:29:21 UTC,2019-07-30 08:03:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25860347,https://inaturalist-open-data.s3.amazonaws.com/photos/40101395/medium.jpg?1558933639, , , ,1,0,0,"Los Angeles County, CA, USA",32.88529627,-118.5159239,San Clemente,721,721, ,FALSE, , ,United States,Anthidium,,,,Anthophila,Megachilidae,,,,Anthidium,,,Anthidium,638430,,
25860348,2019/04/28 3:51 PM PDT,4/28/19 0:00,2019-04-28 22:51:00 UTC,Pacific Time (US & Canada),523703,acurtis,2019-05-27 05:29:23 UTC,2019-06-24 04:25:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25860348,https://inaturalist-open-data.s3.amazonaws.com/photos/40101434/medium.jpg?1558933685, , , ,3,0,0,"Los Angeles County, CA, USA",32.88529627,-118.5159239,San Clemente,721,721, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25860350,2019/04/28 4:11 PM PDT,4/28/19 0:00,2019-04-28 23:11:00 UTC,Pacific Time (US & Canada),523703,acurtis,2019-05-27 05:29:24 UTC,2020-12-10 18:41:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25860350,https://inaturalist-open-data.s3.amazonaws.com/photos/40101470/medium.jpg?1558933715, , , ,3,0,0,"Los Angeles County, CA, USA",32.88529627,-118.5159239,San Clemente,721,721, ,FALSE, , ,United States,Urbane Digger Bee,,,,Anthophila,Apidae,,,,Anthophora,,urbana,Anthophora urbana,57681,,
