"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName"
"3008","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3009","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3010","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3011","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3012","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3013","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3014","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3015","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3016","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3017","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3018","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3019","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3020","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3021","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3022","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3023","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3024","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3025","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3026","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3027","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3028","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3029","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3030","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3031","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3032","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3033","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3034","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3035","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3036","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3037","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3038","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3039","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3040","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3041","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3042","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3043","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3044","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3045","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3046","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3047","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3048","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3049","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3050","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3051","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3052","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3053","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3054","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3055","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3056","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3057","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3058","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3059","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3060","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3061","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3062","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3063","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3064","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3065","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3066","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3067","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3068","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3069","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3070","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3071","Cal-IBIS",10,1972,"Santa Rosa","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3072","Cal-IBIS",10,1972,"Santa Rosa","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3073","Cal-IBIS",12,1972,"Santa Rosa","Lepidoptera","Geometridae","Pero","Pero macdunnoughi"
"3074","Cal-IBIS",5,1932,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero occidentalis"
"3075","Cal-IBIS",4,1932,"Santa Catalina","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3076","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3077","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3078","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3079","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3080","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3081","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3082","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3083","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3084","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3085","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3086","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3087","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3088","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3089","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3090","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3091","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3092","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3093","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3094","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3095","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3096","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3097","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3098","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3099","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3100","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3101","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3102","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3103","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3104","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3105","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3106","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pero","Pero radiosaria"
"3107","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pherne","Pherne placeraria"
"3108","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Pherne","Pherne placeraria"
"3109","Cal-IBIS",5,1973,"Santa Cruz","Lepidoptera","Geometridae","Pherne","Pherne subpunctata"
"3110","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Pherne","Pherne subpunctata"
"3111","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Pherne","Pherne subpunctata"
"3112","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3113","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3114","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3115","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3116","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3117","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3118","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3119","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3120","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3121","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3122","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3123","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3124","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3125","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3126","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3127","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3128","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Phigalia","Phigalia plumogeraria"
"3129","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3130","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3131","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3132","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3133","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3134","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3135","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3136","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3137","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3138","Cal-IBIS",2,1970,"Santa Cruz","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3139","Cal-IBIS",10,1972,"Santa Rosa","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes forficaria"
"3140","Cal-IBIS",5,1932,"Santa Catalina","Lepidoptera","Geometridae","Pterotaea","Pterotaea crinigera"
"3141","Cal-IBIS",4,1932,"Santa Catalina","Lepidoptera","Geometridae","Pterotaea","Pterotaea crinigera"
"3142","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3143","Cal-IBIS",7,1980,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3144","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3145","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3146","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3147","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Pterotaea","Pterotaea glauca"
"3148","Cal-IBIS",9,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3149","Cal-IBIS",5,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3150","Cal-IBIS",5,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3151","Cal-IBIS",9,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3152","Cal-IBIS",5,1973,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3153","Cal-IBIS",9,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3154","Cal-IBIS",6,1976,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3155","Cal-IBIS",5,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes",
"3156","Cal-IBIS",5,1973,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3157","Cal-IBIS",5,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3158","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3159","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3160","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3161","Cal-IBIS",7,1967,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3162","Cal-IBIS",7,1980,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3163","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3164","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3165","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3166","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3167","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3168","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3169","Cal-IBIS",7,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3170","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3171","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3172","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3173","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3174","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3175","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3176","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3177","Cal-IBIS",1,1973,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3178","Cal-IBIS",7,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3179","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3180","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3181","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3182","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3183","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3184","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3185","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3186","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3187","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3188","Cal-IBIS",8,1971,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3189","Cal-IBIS",7,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3190","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3191","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3192","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3193","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3194","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3195","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3196","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3197","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3198","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3199","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3200","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3201","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3202","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3203","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3204","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3205","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3206","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3207","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3208","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3209","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3210","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3211","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3212","Cal-IBIS",8,1971,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3213","Cal-IBIS",8,1968,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3214","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3215","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3216","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3217","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3218","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3219","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3220","Cal-IBIS",3,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3221","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3222","Cal-IBIS",8,1971,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3223","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3224","Cal-IBIS",7,1975,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3225","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3226","Cal-IBIS",6,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3227","Cal-IBIS",5,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3228","Cal-IBIS",4,1970,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
"3229","Cal-IBIS",8,1974,"Santa Cruz","Lepidoptera","Geometridae","Sabulodes","Sabudoles aegrotata"
