scientificName,updated_syn
,bahiopsis laciniata
,cirsium ochrocentrum var. ochrocentrum
,grindelia camporum
,grindelia stricta var. platyphylla
,hedypnois cretica
,cryptantha wigginsii
,euphorbia lamarckii var. lamarckii
,euphorbia serpyllifolia subsp. serpyllifolia
,medicago sphaerocarpos
,spartium junceum
,diplacus traskiae
,erythranthe floribunda
,erythranthe guttata
,erythranthe nasuta
,panicum capillare
,myriopteris clevelandii
,myriopteris cooperae
,myriopteris newberryi
,pentagramma viscosa
,ruppia maritima
,tamarix chinensis
,triteleia hyacinthina
,ulmus xhollandica
,funastrum cynanchoides  var. hartwegii
,washingtonia filifera
,bahiopsis laciniata
,cirsium ochrocentrum var. ochrocentrum
,grindelia camporum
,grindelia stricta var. platyphylla
,hedypnois cretica
,cryptantha wigginsii
,euphorbia lamarckii var. lamarckii
,euphorbia serpyllifolia subsp. serpyllifolia
,medicago sphaerocarpos
,spartium junceum
,diplacus traskiae
,erythranthe floribunda
,erythranthe guttata
,erythranthe nasuta
,panicum capillare
,myriopteris clevelandii
,myriopteris cooperae
,myriopteris newberryi
,pentagramma viscosa
,ruppia maritima
,tamarix chinensis
,triteleia hyacinthina
,ulmus xhollandica
funastrum cynanchoides  var. hartwegii,
bahiopsis laciniata,
carduus pycnocephalus subsp. pycnocephalus,
cirsium ochrocentrum var. ochrocentrum,
athyrium filix-femina var. cyclosorum,athyrium filix-femina var. cyclosorum
azolla filiculoides,azolla filiculoides
cryptantha hipidissima,
cryptantha wigginsii,
bassia hyssopifolia,bassia hyssopifolia
crocanthemum greenei,
crocanthemum scoparium,
cressa truxillensis,cressa truxillensis
pteridium aquilinum var. pubescens,pteridium aquilinum var. pubescens
cyrtomium falcatum,cyrtomium falcatum
dryopteris arguta,dryopteris arguta
polystichum munitum,polystichum munitum
euphorbia lamarckii var. lamarckii,
euphorbia serpyllifolia subsp. serpyllifolia,
medicago sphaerocarpos,
malva assurgentiflora subsp. assurgentiflora,malva assurgentiflora
malva assurgentiflora subsp. glabra,malva assurgentiflora
calandrinia menziesii,
eriodictyon traskiae subsp. traskiae,
olea europaea,olea europaea
diplacus traskiae,
erythranthe cardinalis,erythranthe cardinalis
erythranthe floribunda,
erythranthe guttata,
erythranthe nasuta,
collinsia heterophylla var. heterophylla,collinsia heterophylla var. heterophylla
ammophila arenaria,ammophila arenaria
bromus sitchensis var. carinatus,
elymus tritcoides,elymus triticoides
stipa miliacea var. miliacea,
stipa speciosa,
gilia achilleifolia subsp. multicaulis,gilia achilleifolia subsp. multicaulis
gilia angelensis,gilia angelensis
gilia capitata subsp. abrotanifolia,gilia capitata subsp. abrotanifolia
gilia clivorum,gilia clivorum
gilia nevinii,gilia nevinii
gilia tenuiflora subsp. hoffmannii,gilia tenuiflora subsp. hoffmannii
polypodium californicum,polypodium californicum
polypodium scouleri,polypodium scouleri
potamogeton foliosus subsp. foliosus,
adiantum aleuticum,adiantum aleuticum
adiantum capillus-veneris,adiantum capillus-veneris
adiantum jordanii,adiantum jordanii
aspidotis californica,aspidotis californica
myriopteris clevelandii,
myriopteris cooperae,
myriopteris newberryi,
notholaena californica,notholaena californica
pellaea andromedifolia,pellaea andromedifolia
pellaea mucronata var. mucronata,pellaea mucronata var. mucronata
pentagramma triangularis,pentagramma triangularis
pentagramma viscosa,
tamarix chinensis,
brodiaea coronaria,
triteleia clementina,triteleia clementina
triteleia hyacinthina,
ulmus xhollandica,
cystopteris fragilis,cystopteris fragilis
phaulothamnus spinescens,phaulothamnus spinescens
atriplex argentea subsp. argentea,atriplex argentea subsp. argentea
atriplex hastata,atriplex hastata
iresine angustifolia,iresine angustifolia
amaryllis belladonna,amaryllis belladonna
triteleia laxa,triteleia laxa
asclepias subulata,asclepias subulata
cynanchum maccartii,cynanchum maccartii
metastelma palmeri,metastelma palmeri
metastelma pringlei,metastelma pringlei
asplenium adiantum-nigrum,asplenium adiantum-nigrum
ambrosia chamissonis var. chamissonis,ambrosia chamissonis
baeria chrysostoma subsp. hirsutula,baeria chrysostoma subsp. hirsutula
baeria hirsutula,baeria hirsutula
bebbia juncea var. juncea,bebbia juncea var. juncea
encelia farinosa,encelia farinosa
perityle californica,perityle californica
porophyllum gracile,porophyllum gracile
stenotus lanuginosus,stenotus lanuginosus
athyrium asplenioides,athyrium asplenioides
athyrium filix-femina,athyrium filix-femina var. cyclosorum
athyrium filix-femina subsp. cyclosorum,athyrium filix-femina var. cyclosorum
athyrium filix-femina var. californicum,athyrium filix-femina var. californicum
athyrium filix-femina var. sitchense,athyrium filix-femina var. cyclosorum
woodwardia chamissoi,woodwardia chamissoi
woodwardia fimbriata,woodwardia fimbriata
woodwardia radicans,woodwardia radicans
diplotaxis muralis,diplotaxis muralis
cylindropuntia alcahes var. alcahes,cylindropuntia alcahes var. alcahes
echinocereus brandegeei,echinocereus brandegeei
mammillaria albicans,mammillaria albicans
mammillaria dioica,mammillaria dioica
mammillaria evermanniana,mammillaria evermanniana
opuntia vulgaris,opuntia vulgaris
pachycereus pringlei,pachycereus pringlei
atriplex barclayana,atriplex barclayana
crocanthemum scoparium var. scoparium,crocanthemum scoparium
crocanthemum scoparium var. vulgare,crocanthemum scoparium
helianthemum scoparium var. scoparium,crocanthemum scoparium
cressa truxillensis var. vallicola,cressa truxillensis var. vallicola
cyathea cooperi,sphaeropteris cooperi
sphaeropteris cooperi,sphaeropteris cooperi
scirpus americanus,schoenoplectus americanus
pteridium aquilinum,pteridium aquilinum var. pubescens
polystichum imbricans subsp. imbricans,polystichum imbricans subsp. imbricans
acalypha californica,acalypha californica
bernardia viridis,bernardia viridis
chamaesyce maculata,chamaesyce maculata
ditaxis lanceolata,ditaxis lanceolata
euphorbia lomelii,euphorbia lomelii
euphorbia polycarpa,euphorbia polycarpa
euphorbia polycarpa var. carmenensis,euphorbia polycarpa var. carmenensis
jatropha cinerea,jatropha cinerea
jatropha cuneata,jatropha cuneata
amorpha californica,amorpha californica
amorpha fruticosa,amorpha fruticosa
ebenopsis confinis,ebenopsis confinis
lotus argophyllus argenteus,acmispon argophyllus var. argenteus
lotus argophyllus niveus,acmispon argophyllus var. niveus
lupinus arizonicus,lupinus arizonicus
lupinus microcarpus subsp. microcarpus,lupinus microcarpus
lupinus truncatus var. truncatus,lupinus truncatus
lysiloma candidum,lysiloma candidum
parkinsonia florida,parkinsonia florida
pithecellobium confine,pithecellobium confine
psorothamnus emoryi var. arenarius,psorothamnus emoryi var. arenarius
iris pseudacorus,iris pseudacorus
hyptis emoryi,hyptis emoryi
eucnide aurea,eucnide aurea
lycopodium clavatum,lycopodium clavatum
galphimia angustifolia,galphimia angustifolia
abutilon californicum,abutilon californicum
hibiscus denudatus,hibiscus denudatus
melochia tomentosa,melochia tomentosa
melochia tomentosa var. frutescens,melochia tomentosa var. frutescens
argemone gracilenta,argemone gracilenta
eschscholzia californica var. californica,eschscholzia californica
mimulus aurantiacus,mimulus aurantiacus
mimulus aurantiacus var. aurantiacus,mimulus aurantiacus var. aurantiacus
mimulus brandegeei,diplacus brandegeei
mimulus brevipes,diplacus brevipes
mimulus cardinalis,erythranthe cardinalis
mimulus clementinus,mimulus clementinus
mimulus flemingii,diplacus parviflorus
mimulus floribundus,erythranthe floribunda
mimulus grandis,erythranthe guttata
mimulus guttatus,erythranthe guttata
mimulus guttatus subsp. micranthus,erythranthe guttata
mimulus guttatus var. guttatus,erythranthe guttata
mimulus latifolius,diplacus brandegeei
mimulus longiflorus,diplacus longiflorus
mimulus longiflorus var. longiflorus,diplacus longiflorus
mimulus nasutus,mimulus nasutus
mimulus parviflorus,diplacus parviflorus
mimulus puniceus,diplacus puniceus
mimulus traskiae,diplacus traskiae
collinsia heterophylla,collinsia heterophylla var. heterophylla
collinsia torreyi,collinsia torreyi
aristida repens,aristida repens
bouteloua disticha,bouteloua disticha
bouteloua reflexa,bouteloua reflexa
bromus rigidus,bromus rigidus
digitaria horizontalis,digitaria horizontalis
digitaria sanguinalis,digitaria sanguinalis
urochloa fusca,urochloa fusca
urochloa mutica,urochloa mutica
gilia achilleifolia,gilia achilleifolia subsp. multicaulis
gilia capitata,gilia capitata subsp. abrotanifolia
gilia millefoliata,gilia millefoliata
gilia multicaulis,gilia achilleifolia subsp. multicaulis
gilia tenuiflora,gilia tenuiflora
gilia tricolor subsp. diffusa,gilia tricolor subsp. diffusa
polypodium australe,polypodium australe
polypodium calirhiza,polypodium calirhiza
polypodium vulgare var. intermedium,polypodium vulgare var. intermedium
adiantum pedatum,adiantum pedatum
adiantum pedatum subsp. aleuticum,adiantum pedatum subsp. aleuticum
cheilanthes californica,cheilanthes californica
cheilanthes clevelandii,myriopteris clevelandii
cheilanthes newberryi,myriopteris newberryi
notholaena californica subsp. californica,notholaena californica
notholaena californica subsp. leucophylla,notholaena californica
pellaea andromedifolia var. pubescens,pellaea andromedifolia
pellaea mucronata,pellaea mucronata subsp. mucronata
pellaea mucronata subsp. californica,pellaea mucronata subsp. mucronata
pellaea mucronata subsp. mucronata,pellaea mucronata subsp. mucronata
pellaea mucronata var. californica,pellaea mucronata subsp. mucronata
pellaea truncata,pellaea truncata
pentagramma triangularis subsp. maxonii,pentagramma triangularis
pentagramma triangularis subsp. semipallida,pentagramma triangularis
pentagramma triangularis subsp. triangularis,pentagramma triangularis
pentagramma triangularis subsp. viscosa,pentagramma viscosa
pityrogramma triangularis,pityrogramma triangularis
pityrogramma triangularis var. viridis,pityrogramma triangularis var. viridis
pityrogramma triangularis var. viscosa,pityrogramma triangularis var. viscosa
pityrogramma viscosa,pityrogramma viscosa
colubrina californica,colubrina californica
galium nuttallii var. insulare,galium nuttallii subsp. insulare
phoradendron californicum,phoradendron californicum
cardiospermum corindum,cardiospermum corindum
saxifraga hirculus,saxifraga hirculus
datura meteloides,datura meteloides
ulmus minor,ulmus minor
ulmus parvifolia,ulmus parvifolia
ulmus procera,ulmus procera
ulmus thomasii,ulmus thomasii
